Date,State,City,Age,Gender,Place of Death,Cause,#
2019-02-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2020-02-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2019-02-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-02-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-02-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-02-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-02-25,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-02-25,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-02-25,MT,Cuiaba,N/I,F,OUTROS,OUTRAS,1
2019-02-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-02-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-02-27,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-02-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-02-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-02-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-02-27,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-02-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-02-28,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-02-28,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-02-28,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-02-28,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-02-28,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-28,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-02-28,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-02-28,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-02-28,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-02-28,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-02-28,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-02-29,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-02-29,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-02-29,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-03-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-03-01,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-03-01,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-03-01,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-03-01,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-03-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-01,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-03-01,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-03-01,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-01,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-01,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-01,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2020-03-01,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-02,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-03-02,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-03-02,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-03-02,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-02,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-03-02,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-02,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-03,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-03-03,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-03,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-03-03,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-03-04,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2019-03-04,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-03-04,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-04,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-03-04,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,2
2020-03-04,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-03-04,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-03-04,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-03-04,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-04,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-04,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-06,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-03-06,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-06,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-03-06,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-03-06,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,5
2019-03-06,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-03-06,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-03-06,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,3
2020-03-06,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-03-06,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-03-06,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-03-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-03-07,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-03-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-03-09,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2019-03-09,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-09,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-09,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-09,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-09,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-03-09,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-09,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2019-03-12,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-12,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-12,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-03-12,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-12,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-12,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-12,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-13,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-03-13,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-03-13,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-03-13,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-03-13,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-03-13,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-13,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-03-13,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-03-13,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-03-13,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-03-13,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-13,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-03-14,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2019-03-14,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,3
2019-03-14,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-03-14,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-14,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-03-14,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,4
2020-03-14,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,2
2019-03-16,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2020-03-16,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,4
2019-03-16,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-03-16,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-16,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-16,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-03-16,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-16,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-16,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2020-03-16,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-17,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-17,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-03-17,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2019-03-17,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2019-03-17,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-03-17,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-03-18,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-18,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-18,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-03-18,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-03-18,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-18,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-21,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,4
2020-03-21,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-03-22,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-03-22,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-03-23,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-03-23,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-03-23,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,5
2019-03-23,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-03-23,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-03-23,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-03-23,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-03-23,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-23,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-03-23,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-03-23,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-03-23,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-23,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-03-23,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-23,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-03-23,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-24,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-24,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-03-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-24,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-03-24,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-24,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-03-24,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-24,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-03-24,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-24,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-03-24,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-03-25,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-25,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,2
2020-03-25,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-03-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-03-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-03-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2020-03-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-03-26,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,3
2020-03-26,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-26,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-03-26,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-03-26,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,3
2020-03-26,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-03-26,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-03-27,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-03-27,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-03-27,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-27,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-03-27,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,4
2019-03-28,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-28,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,3
2019-03-28,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-28,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-03-28,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-28,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-28,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-03-28,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-28,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-28,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-29,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2020-03-29,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-03-29,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-03-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-03-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-03-29,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-03-29,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-29,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-03-29,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-29,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-29,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-03-29,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-03-30,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,4
2020-03-30,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-03-30,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-03-30,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-03-30,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-03-30,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-03-30,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,2
2019-03-30,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-30,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-30,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-03-30,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-03-30,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-30,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-31,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-31,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-03-31,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-03-31,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-03-31,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-31,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-31,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-04-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-04-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-01,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-01,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-01,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-03,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-03,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-04-03,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2019-04-03,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-03,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-04-03,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-04-03,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-04-06,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-04-06,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-04-06,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-04-06,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-04-06,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-04-06,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-06,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-04-06,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-04-06,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,4
2020-04-06,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-04-06,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-04-08,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-04-08,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-04-08,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-04-08,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-04-08,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-04-09,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-04-09,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2019-04-09,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-04-09,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-04-09,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-09,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-04-09,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-04-09,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-04-09,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-04-09,MT,Cuiaba,N/I,F,OUTROS,OUTRAS,1
2020-04-09,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-04-10,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-04-10,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-04-10,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-04-11,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-04-11,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-04-11,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-11,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-04-11,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-04-11,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-04-11,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-04-11,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
